image_0.jpg,0,0,0
image_1.jpg,17,1,0
image_10.jpg,0,0,0
image_11.jpg,18,1,1
image_12.jpg,81,1,4
image_13.jpg,24,0,0
image_14.jpg,25,0,0
image_15.jpg,53,1,0
image_16.jpg,28,0,4
image_17.jpg,81,0,4
image_18.jpg,54,1,1
image_19.jpg,24,0,0
image_2.jpg,24,0,0
image_20.jpg,46,0,0
image_21.jpg,17,0,0
image_22.jpg,41,1,0
image_23.jpg,28,0,4
image_24.jpg,55,1,0
image_25.jpg,81,1,4
image_26.jpg,28,1,2
image_27.jpg,22,0,0
image_28.jpg,6,1,1
image_29.jpg,89,1,0
image_3.jpg,32,1,0
image_30.jpg,81,1,3
image_31.jpg,28,0,4
image_32.jpg,36,0,1
image_33.jpg,28,1,3
image_34.jpg,0,0,0
image_35.jpg,85,0,0
image_36.jpg,5,1,0
image_37.jpg,89,1,1
image_38.jpg,70,1,0
image_39.jpg,81,1,4
image_4.jpg,34,1,3
image_40.jpg,51,0,0
image_41.jpg,69,0,4
image_42.jpg,0,0,0
image_43.jpg,53,1,2
image_44.jpg,28,0,4
image_45.jpg,28,1,4
image_46.jpg,67,1,0
image_47.jpg,0,0,0
image_48.jpg,81,1,4
image_49.jpg,28,0,4
image_5.jpg,28,0,3
image_50.jpg,0,0,0
image_51.jpg,69,0,4
image_52.jpg,31,0,0
image_53.jpg,81,0,4
image_54.jpg,81,1,3
image_55.jpg,28,0,4
image_56.jpg,28,0,4
image_57.jpg,1,0,0
image_58.jpg,28,0,4
image_59.jpg,4,1,1
image_6.jpg,28,0,4
image_60.jpg,0,0,0
image_61.jpg,70,0,3
image_62.jpg,81,1,3
image_63.jpg,0,0,0
image_64.jpg,0,0,0
image_65.jpg,0,0,0
image_66.jpg,54,1,1
image_67.jpg,81,0,4
image_68.jpg,0,0,0
image_69.jpg,81,0,4
image_7.jpg,81,1,4
image_70.jpg,21,1,1
image_71.jpg,22,1,0
image_72.jpg,0,0,0
image_73.jpg,28,1,3
image_74.jpg,45,0,0
image_75.jpg,81,0,4
image_76.jpg,51,0,4
image_77.jpg,28,0,4
image_78.jpg,81,0,4
image_79.jpg,0,0,0
image_8.jpg,51,0,0
image_80.jpg,81,1,4
image_81.jpg,5,1,0
image_82.jpg,28,0,4
image_83.jpg,30,0,1
image_84.jpg,0,0,0
image_85.jpg,0,0,0
image_86.jpg,1,1,3
image_87.jpg,25,0,2
image_88.jpg,81,1,4
image_89.jpg,81,1,4
image_9.jpg,15,1,1
image_90.jpg,0,0,0
image_91.jpg,0,0,0
image_92.jpg,81,1,4
image_93.jpg,0,0,0
image_94.jpg,81,1,4
image_95.jpg,28,0,4
image_96.jpg,41,1,3
image_97.jpg,28,0,4
image_98.jpg,81,1,4
image_99.jpg,81,1,4
